schedule_title,course_number,title,units,section,day,begin,end,room,location,instructor
Fall 2023,60201,Intermediate Studio: Social Practice,10.0,A,TR,08:00AM,10:50AM,CFA 303,"Pittsburgh, Pennsylvania",Rubin
Fall 2023,60212,Intermediate Studio: Creative Coding,12.0,A,MW,02:00PM,04:50PM,CFA 303,"Pittsburgh, Pennsylvania",Levin
Fall 2023,60213,Intermediate Game Studio: Real Time 3D,10.0,A,TR,07:00PM,09:50PM,CFA 303,"Pittsburgh, Pennsylvania",Pedercini
Fall 2023,60216,Intermediate Studio: Story Development for Animation,10.0,A,MW,07:00PM,09:50PM,HL A10A,"Pittsburgh, Pennsylvania",DeYoung
Fall 2023,60217,Intermediate Studio: Experimental Hybrid Film - Video and Animation,10.0,A,MW,02:00PM,04:50PM,CFA 318,"Pittsburgh, Pennsylvania",Silver
Fall 2023,60220,IDeATe: Technical Character Animation,10.0,A,M,12:30PM,02:50PM,BH 140A,"Pittsburgh, Pennsylvania",Mahler
Fall 2023,60222,Intermediate Studio: Animation,10.0,A,MW,08:00AM,10:50AM,CFA 317,"Pittsburgh, Pennsylvania",Duesing
Fall 2023,60223,IDeATe Portal: Introduction to Physical Computing,10.0,A,TR,12:00PM,01:50PM,HL A10,"Pittsburgh, Pennsylvania",Zacharias
Fall 2023,60232,Intermediate Studio: Interactive Objects,10.0,A,MW,08:00AM,10:50AM,DH B305,"Pittsburgh, Pennsylvania",Boyles
Fall 2023,60234,Intermediate Studio: Ceramics,10.0,A,TR,02:00PM,04:50PM,DH B301,"Pittsburgh, Pennsylvania",Sekino-Bove
Fall 2023,60236,Intermediate Studio: Mixed Media,10.0,A,MW,02:00PM,04:50PM,DH B302,"Pittsburgh, Pennsylvania",Ku
Fall 2023,60241,Black and White Photography II,10.0,A,TR,02:00PM,04:50PM,MM B10,"Pittsburgh, Pennsylvania",Gruzska
Fall 2023,60245,Portrait Photography,10.0,A,MW,08:00AM,10:50AM,MM B14,"Pittsburgh, Pennsylvania",Mantle
Fall 2023,60250,Intermediate Studio: Painting,10.0,A,MW,07:00PM,09:50PM,CFA 304,"Pittsburgh, Pennsylvania",Henderson
Fall 2023,,,,B,TR,02:00PM,04:50PM,CFA 304,"Pittsburgh, Pennsylvania",Barrois
Fall 2023,60251,Intermediate Studio: Print Media,10.0,A,TR,02:00PM,04:50PM,DH C300,"Pittsburgh, Pennsylvania",Hames
Fall 2023,60252,Intermediate Studio: Color,10.0,A,MW,02:00PM,04:50PM,CFA 313,"Pittsburgh, Pennsylvania",Merrell
Fall 2023,,,,B,MW,07:00PM,09:50PM,CFA 313,"Pittsburgh, Pennsylvania",Merrell
